age,job,marital,education,default,housing,loan,contact,month,day_of_week,unique_id
23.0,blue-collar,single,basic.4y,no,yes,yes,cellular,may,fri,4bbf2e9c-600c-4a3e-bdfa-2cdc05678b03
31.0,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,cb87f6df-8a13-4dac-986b-2565c3f23e40
54.0,services,single,basic.6y,unknown,no,no,cellular,may,fri,ac3f9d6a-1b1a-40ce-9391-27e8a7bc442c
51.0,admin.,married,high.school,no,yes,no,cellular,may,fri,f851a31f-8325-484b-8340-23189d134572
33.0,technician,divorced,high.school,no,unknown,unknown,cellular,may,fri,d887be99-0501-4816-8831-52db8d30549b
50.0,admin.,married,professional.course,unknown,yes,yes,cellular,may,fri,f65cfe8d-1f9b-48f9-b26b-021916f6342e
32.0,admin.,divorced,high.school,no,no,no,cellular,may,fri,03436d7b-0df0-4c88-82ef-763228e86d33
35.0,admin.,single,high.school,no,yes,no,cellular,may,fri,d78c5be6-e17c-4b5f-ab5d-dfda7f89dd87
37.0,blue-collar,single,basic.6y,no,yes,no,cellular,may,fri,e4b87f40-4661-4a57-b4a5-f3bf1f9b5bb8
33.0,services,divorced,high.school,no,yes,no,cellular,may,fri,516758c8-fa4d-4e33-88c9-aae70a986ee7
29.0,unemployed,married,university.degree,no,yes,yes,cellular,may,fri,7cc3f762-da8c-4789-b33e-3042bb688c35
28.0,self-employed,single,university.degree,no,no,no,cellular,may,fri,d6f0ec5c-7265-4a5f-9752-fede9ebe406b
32.0,technician,single,university.degree,no,no,no,cellular,may,fri,ba072ee9-cee2-4540-812b-e8d54554e266
32.0,admin.,single,university.degree,no,yes,no,cellular,may,fri,bc01effe-bba4-4978-8c3b-4f9b4f118f8c
32.0,entrepreneur,married,university.degree,no,unknown,unknown,cellular,may,fri,d4e7d567-5e1d-4a47-a9a4-89689d73bac5
30.0,blue-collar,single,basic.9y,no,no,no,cellular,may,fri,dbabc509-0dfb-4be3-b533-baa1e087d103
44.0,management,married,university.degree,no,no,no,cellular,may,fri,8ddf686b-466c-4798-9c5e-fdae6182ee2d
31.0,services,single,professional.course,no,yes,no,cellular,may,fri,6949bd34-16c0-414f-97ab-26d60701dd0f
30.0,management,single,university.degree,no,yes,no,cellular,may,fri,f1acb434-8243-403f-ab23-7e45cd4401ee
39.0,admin.,married,university.degree,no,yes,no,cellular,may,fri,49d9ea90-bb40-41d1-89b4-bba2edeeb630
55.0,housemaid,married,high.school,unknown,yes,no,cellular,may,fri,f73ecd3f-94e6-42b0-b1bf-542fe063d03a
28.0,services,single,basic.9y,unknown,yes,no,telephone,may,fri,54c4008a-70b9-4678-b349-4d55e72ac51d
24.0,services,single,high.school,no,yes,no,cellular,may,fri,74c17286-7740-4197-a25f-49c3816d4939
39.0,admin.,married,university.degree,no,no,no,cellular,may,fri,8f9b9969-2b16-4cb8-92b4-beefe2c7f808
29.0,admin.,single,high.school,no,no,yes,cellular,may,fri,350b6e94-fc63-49a3-9592-d6e724fde0cc
39.0,admin.,married,university.degree,no,no,no,cellular,may,fri,d093aaa5-65d7-49ea-9121-9f25959a0f57
53.0,admin.,divorced,basic.9y,no,no,yes,cellular,may,fri,7b05ea08-97c3-4893-a5c7-c23af5716d51
23.0,blue-collar,single,basic.4y,no,yes,no,cellular,may,fri,782e0b2e-e2b1-46af-9fd8-3120fb44bb8e
44.0,admin.,married,basic.9y,no,yes,no,cellular,may,fri,a42f79bf-4cef-409e-a222-dfa6e9a5f02d
38.0,services,divorced,high.school,no,yes,no,cellular,may,fri,b438b4e0-7473-4eee-89ae-1b6a82239324
31.0,blue-collar,single,high.school,no,no,no,cellular,may,fri,1567706b-b5a8-4dcf-94ad-b24e733c5ea0
48.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,a0476993-b326-459e-8a78-84290d530fc2
48.0,blue-collar,married,basic.9y,no,no,yes,cellular,may,fri,b888e849-d177-48c8-976f-021587a7eff4
36.0,admin.,married,university.degree,no,no,no,cellular,may,fri,35b9ac7c-3ca3-4883-8c90-61a6a7601984
48.0,admin.,married,high.school,no,no,no,cellular,may,fri,c7f44a4c-c49a-4bf7-bd6c-01ece9ebd94f
48.0,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,42970918-bd85-4a5a-8cde-1ec270e6d59a
48.0,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,608946c0-7d04-45a8-8f3f-500a2ccdf809
59.0,retired,divorced,basic.4y,no,no,no,cellular,may,fri,3c55f436-6b13-4f61-beb6-1f4229b0d3ab
59.0,retired,divorced,basic.4y,no,yes,no,cellular,may,fri,73b23f57-5b36-420a-8523-ff49216def95
58.0,management,married,university.degree,no,yes,yes,cellular,may,fri,97442261-3280-4039-8097-d3d4b8f20ca4
26.0,technician,single,university.degree,no,yes,yes,cellular,may,fri,0a43b96a-4456-4c76-864d-f50332f124a1
35.0,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,b50eb8c7-2f5f-44c3-b1a7-d8c50a8e9a1b
39.0,technician,married,unknown,no,yes,yes,cellular,may,fri,f322b143-5ce4-483d-aa6e-5138bf65169a
39.0,technician,married,unknown,no,yes,yes,cellular,may,fri,e9a9c89d-e179-4a22-8d0d-6eee839c5973
37.0,services,married,high.school,no,yes,no,telephone,may,fri,7b35a578-08d0-406d-8f5b-ea26936b97ff
53.0,services,married,university.degree,no,no,yes,cellular,may,fri,52b508a4-6e9e-479e-a2f7-3fac08b58deb
34.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,fri,53622eaa-1e44-4c69-ab62-da972b58e60b
25.0,blue-collar,single,basic.6y,unknown,yes,no,cellular,may,fri,a84dd90e-6a6c-4db5-aeb8-1796dbb4bf11
41.0,blue-collar,married,high.school,no,yes,no,cellular,may,fri,e084a40f-527c-4d45-b1ba-4c9e511f4dd2
24.0,technician,single,basic.9y,no,yes,no,cellular,may,fri,e52de6cc-c08a-4470-be72-d7e150da5fac
33.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,837d3e6f-a8ca-4dfc-aa69-f9d0a6cd5fb5
32.0,blue-collar,single,basic.6y,unknown,no,no,cellular,may,fri,3b5e28df-4138-4337-9c0c-655081cbcdc6
57.0,management,married,basic.4y,unknown,yes,no,cellular,may,fri,4c78b0dd-8d68-448b-88d7-0596e6859eb2
37.0,blue-collar,married,basic.4y,no,yes,no,cellular,may,fri,02196346-02d2-4abb-827d-7f6e7e317ba6
31.0,technician,single,unknown,no,no,yes,cellular,may,fri,811ec912-1256-43a0-98ac-57a71cb352e7
34.0,blue-collar,single,high.school,no,no,no,telephone,may,fri,e6486dd8-b9e7-4e5b-934d-03d694713ec3
33.0,admin.,single,high.school,no,no,no,cellular,may,fri,876133a2-a75d-4698-adea-cebcdf7b0918
53.0,services,married,university.degree,no,no,no,telephone,may,fri,16f40525-27d7-474c-8bf8-a3b2a48bb330
37.0,admin.,married,high.school,no,yes,no,cellular,may,fri,a0457020-49aa-426a-a8db-79c65213529b
41.0,entrepreneur,divorced,unknown,no,no,no,cellular,may,fri,e7138eee-6c7a-455c-b1f3-ba2538f9b314
29.0,admin.,single,high.school,no,yes,no,cellular,may,fri,a44bbd2c-475d-4b47-a824-187d70454744
33.0,services,married,high.school,no,yes,no,cellular,may,fri,6f292934-cb59-4147-bba2-baf316e32a64
30.0,technician,married,basic.9y,no,yes,no,cellular,may,fri,be1c685c-45de-4fa5-bf97-8fbd2e43cd8b
47.0,services,married,high.school,no,yes,no,cellular,may,fri,4a8ba08a-4e19-47a0-9682-b83b2eee8f68
53.0,admin.,married,high.school,no,yes,no,cellular,may,fri,3c748907-9ed4-4fc1-a823-fc86c010cb27
41.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,86423b8a-f90f-4bfe-b657-466897d61149
33.0,services,married,high.school,no,unknown,unknown,cellular,may,fri,57ccb58e-8130-4844-978a-770c475c8b5f
31.0,technician,married,professional.course,no,no,no,cellular,may,fri,fd072d3e-58e7-4025-94bd-e7ef379b195a
41.0,management,married,university.degree,no,yes,no,cellular,may,fri,5c0f9fbd-63cb-479a-b2f2-e6aecd5b0639
36.0,management,divorced,university.degree,no,unknown,unknown,cellular,may,fri,8c5b03e0-b002-4be1-9905-dd2b6681a430
53.0,admin.,married,high.school,no,yes,no,cellular,may,fri,4b3407e3-5bf2-4af1-9743-809f08739a4e
24.0,services,single,high.school,no,no,no,cellular,may,fri,15bc36bc-4090-4cde-8866-ba8fd1048bbb
34.0,services,divorced,high.school,no,yes,no,cellular,may,fri,3dda8ff5-e760-4b8f-a5b1-32cdf78ea973
34.0,services,divorced,high.school,no,no,no,cellular,may,fri,bfe2411c-5f0b-42f0-875a-ab74ffe84c99
29.0,services,single,basic.9y,no,yes,no,cellular,may,fri,5d4002d6-6e63-4285-8867-17a9281fb806
33.0,blue-collar,married,professional.course,no,yes,no,cellular,may,fri,fdf96045-7157-4aad-8eed-41d37a5a5871
53.0,admin.,married,high.school,no,no,no,cellular,may,fri,146ec3c6-4aa2-4219-8607-3ef9cf8bf87d
26.0,services,married,high.school,no,no,yes,cellular,may,fri,c08a2e33-0475-4b0b-a75c-5497ecbee8da
54.0,blue-collar,married,basic.4y,unknown,no,no,cellular,may,fri,cd1e9b4d-02af-4376-b781-3714734089c1
27.0,services,single,high.school,no,no,no,cellular,may,fri,01b46bb6-2849-4eb8-aa4c-3f78392ea7ce
38.0,services,divorced,high.school,no,no,no,cellular,may,fri,3ef9a29a-9f2d-4dcd-af28-09f33c0413f1
37.0,unemployed,married,university.degree,no,yes,no,telephone,may,fri,0b07aab1-c23f-46c4-941b-25855525a0be
36.0,management,married,university.degree,no,no,no,cellular,may,fri,01b93a89-06f9-46f7-b2e5-86b6a38fd5b0
32.0,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,897f7258-0121-41ce-a0ce-cd3ff23ba11c
32.0,technician,single,university.degree,no,yes,yes,cellular,may,fri,6e9dd4bf-130e-45a3-9b0b-65b5dc46c1ea
36.0,entrepreneur,married,basic.9y,no,yes,no,cellular,may,fri,38a42955-ce30-4a60-bab5-b91855f502a7
32.0,admin.,single,university.degree,no,yes,no,cellular,may,fri,d61d54a8-80ea-4596-9274-3880d86cb81b
30.0,unemployed,single,high.school,no,no,no,cellular,may,fri,5ccbaf45-d47a-4b7c-8e13-de94134868d9
23.0,technician,single,professional.course,no,unknown,unknown,cellular,may,fri,b71257e9-f26a-46d5-afaa-0c510189ea09
36.0,management,married,university.degree,no,no,no,cellular,may,fri,624db7b0-0b5d-4a2e-9211-70d5b1d069f9
32.0,admin.,single,high.school,no,no,no,cellular,may,fri,ec42882a-d296-44d5-9237-742fc2d4bac8
49.0,entrepreneur,divorced,basic.9y,no,no,no,cellular,may,fri,b96f19f3-84cb-4d7f-91b1-991bb47c7d75
31.0,admin.,single,university.degree,no,yes,yes,cellular,may,fri,dc7bbba3-84e6-46db-8be6-ac7ced0efb7e
30.0,technician,single,professional.course,no,no,no,cellular,may,fri,2c066733-3543-4e54-8a54-4cf942ce1fb5
54.0,blue-collar,married,basic.4y,no,yes,yes,cellular,may,fri,e54b9760-e5e7-4f21-b1e0-fa8bb2910793
43.0,management,married,university.degree,no,yes,no,cellular,may,fri,1eac1cd3-7fbf-490c-bda3-1913d0e85e9d
44.0,entrepreneur,single,university.degree,no,yes,no,cellular,may,fri,66ed8cb3-cd32-46b7-8fe4-00b1a261152e
38.0,services,married,basic.6y,unknown,yes,no,cellular,may,fri,4c77efcb-aeca-4f1e-88d1-79ae8c03b7cc
54.0,retired,divorced,university.degree,no,yes,no,cellular,may,fri,8518ad73-5ca6-45e8-a486-6b7b6b2894e7
48.0,services,married,basic.9y,unknown,no,no,cellular,may,fri,a2a02795-3fea-446a-a809-afe875119ee4
33.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,24ee87f6-c868-402f-a174-227e0ce83d2d
54.0,retired,divorced,university.degree,no,yes,yes,cellular,may,fri,441d9eda-170d-4081-8a2e-ad6eb14b0bc7
37.0,services,married,high.school,no,yes,no,cellular,may,fri,d4bdbf08-1e1f-45b2-b3d8-09e22365dcd7
30.0,services,single,high.school,no,yes,no,cellular,may,fri,83a6154e-2abc-477b-9b2b-322018920b5d
29.0,technician,single,university.degree,no,yes,yes,cellular,may,fri,8e66c9c3-df0b-4b06-85cb-8f702f13d10e
45.0,retired,married,basic.6y,unknown,no,yes,cellular,may,fri,55e01b5c-a69c-4257-b414-674d32f7bbd7
34.0,admin.,single,high.school,no,yes,no,cellular,may,fri,4a3b6794-05c1-4b11-8129-49ee95476048
37.0,blue-collar,married,basic.6y,no,no,no,cellular,may,fri,19e722cc-2d07-468a-9d9e-93a6b91574a8
34.0,services,divorced,high.school,no,yes,yes,cellular,may,fri,7549d791-c7c7-4ba8-a51b-5387cad82a0b
30.0,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,ef46c1d3-1f4d-4aca-86c9-62f93fa42fb1
32.0,services,single,unknown,no,yes,no,cellular,may,fri,ffd380e4-4a80-4b79-9a6d-8c2712e16ea0
27.0,services,single,high.school,no,no,no,cellular,may,fri,5cd90b3f-e68b-4811-8733-08daf1edc2f9
35.0,admin.,married,high.school,unknown,yes,no,cellular,may,fri,6cf6cce4-eb8b-476e-93b8-2670a3433872
39.0,blue-collar,divorced,high.school,unknown,no,yes,cellular,may,fri,a9a30205-f74d-4308-8ee1-a3c6848ac2b7
37.0,technician,single,professional.course,no,no,yes,cellular,may,fri,e001e124-3f67-4a14-9b09-b67dc097a8f0
36.0,technician,divorced,professional.course,no,unknown,unknown,cellular,may,fri,f65cb6d2-d6c8-41b6-93e1-7404f163bb49
34.0,admin.,married,university.degree,no,no,no,cellular,may,fri,bb01cf2f-ae26-4461-a0f2-1d14f97fb3df
39.0,admin.,married,university.degree,no,yes,no,cellular,may,fri,3679f15c-5496-48eb-a46b-611d11b78add
42.0,services,married,basic.9y,no,yes,no,cellular,may,fri,749e7a7b-7d01-4852-94ab-b60678cc6d29
45.0,self-employed,divorced,university.degree,no,yes,no,cellular,may,fri,25697adc-d908-4e79-8340-67449897a03d
45.0,self-employed,divorced,university.degree,no,no,yes,cellular,may,fri,13ece071-d966-4dda-abb6-b248af4f42c6
35.0,admin.,married,high.school,unknown,no,no,cellular,may,fri,55ddc2b8-0c17-4c09-aca5-ebb5202f10ec
42.0,management,married,university.degree,no,yes,no,cellular,may,fri,4d28cdf7-e3c4-4911-a458-8ad195d3574b
53.0,technician,divorced,professional.course,no,yes,no,cellular,may,fri,13b33584-7ae1-4d1c-905c-ddfd94700a49
23.0,admin.,single,professional.course,no,no,no,cellular,may,fri,b8f4d01e-8679-4ae9-a920-bd21dab30054
53.0,technician,divorced,professional.course,no,yes,no,cellular,may,fri,a665abaa-f949-46b7-9d2c-4d18a4011635
22.0,services,married,high.school,no,yes,no,cellular,may,fri,f1cbc5ef-8a6f-4310-b5c4-c184b5e842ed
27.0,blue-collar,married,unknown,unknown,yes,no,cellular,may,fri,64587416-fafe-43ae-8c69-485400f2cd96
40.0,management,divorced,university.degree,no,no,no,cellular,may,fri,a46c0ece-5876-4a38-b2cb-669acf54ad2a
32.0,admin.,single,professional.course,no,no,yes,cellular,may,fri,f8f17aab-8db4-4ad8-adf7-dc067b01430d
25.0,blue-collar,single,basic.9y,no,no,no,cellular,may,fri,52168491-3647-450c-9acf-dfe5f6a31b25
28.0,admin.,single,university.degree,no,yes,no,cellular,may,fri,2270cd7e-5ec1-41c5-9aef-4c08bca65bda
31.0,admin.,single,high.school,no,no,no,cellular,may,fri,d8a7f4e6-9db1-46b2-b73d-0c1d16a6ce6f
36.0,technician,married,high.school,no,yes,yes,cellular,may,fri,0f1d0dd2-ad24-4120-bad8-acadc191ee6e
49.0,self-employed,married,high.school,no,no,no,cellular,may,fri,365b892d-9d47-4740-8a9e-04af6f15226e
39.0,technician,divorced,high.school,no,yes,no,telephone,may,fri,44bf974d-b9c9-42f0-b102-ac060968151e
35.0,blue-collar,married,basic.6y,no,yes,no,cellular,may,fri,081d1270-aade-43ac-ad98-f768e9e68f6e
27.0,services,single,high.school,unknown,no,no,cellular,may,fri,7a613549-348b-4886-a287-f9b327d069c4
39.0,management,married,university.degree,no,yes,no,cellular,may,fri,c315ee50-41e6-496e-a879-8ff6045cf836
36.0,services,divorced,university.degree,no,no,no,cellular,may,fri,8e3e9ceb-af66-4d3a-9b64-024f81e7a139
58.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,639d6839-63a3-4bd4-8637-9caeffd82b4a
25.0,blue-collar,single,basic.6y,no,yes,no,cellular,may,fri,1456c33c-7e2a-4a1e-959c-7569bd8d61d5
32.0,technician,single,professional.course,no,no,no,cellular,may,fri,06c28cef-77f0-4154-8479-fee1f93bdd5c
47.0,services,divorced,high.school,no,yes,no,cellular,may,fri,a598ab37-191e-4e28-8f5b-cebb44b2d1fa
37.0,services,married,high.school,no,no,no,cellular,may,fri,f6a47dc5-25c6-49c8-ad56-a881993b2427
35.0,blue-collar,married,basic.6y,no,yes,no,cellular,may,fri,31f0ebeb-8e61-4d4e-ac10-400464d9ed31
54.0,management,married,university.degree,no,no,no,cellular,may,fri,1f3227d2-e54e-46ec-a19b-7331b1d3c015
41.0,services,married,basic.6y,no,yes,no,cellular,may,fri,7780bcdf-3102-4829-a14c-af595c5427fd
51.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,bfdd106a-8df7-40d3-8f64-b020bf7d8294
44.0,management,married,university.degree,no,no,no,cellular,may,fri,78e2919d-345a-4d67-ae74-c86176343237
26.0,blue-collar,single,basic.4y,no,yes,no,cellular,may,fri,d2f272fa-4a1b-4955-9649-67bffda7d6b0
31.0,unemployed,married,basic.9y,no,yes,no,cellular,may,fri,2a1ba495-7670-4619-8ae4-83976cef1cdb
37.0,services,married,basic.6y,unknown,yes,no,cellular,may,fri,b25374cf-52c3-48fd-b20d-ac66f8ace238
57.0,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,bf08264b-4fa2-468a-8f53-ffb00b04eecf
27.0,blue-collar,married,basic.9y,no,yes,yes,cellular,may,fri,73e22f5f-b38f-46e4-8714-d86af67ad2d9
51.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,400c3570-73ff-4a88-9cbc-043c19956b7d
43.0,admin.,married,high.school,no,yes,no,cellular,may,fri,c779aa62-5a14-416b-9743-0c8323e8feae
54.0,blue-collar,married,basic.4y,no,no,yes,cellular,may,fri,f3fdae26-3da3-493f-b7f0-6ebb5b357b62
44.0,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,acca0bac-2b0f-456c-8a18-59e8c22c2e88
29.0,unemployed,married,university.degree,no,yes,no,cellular,may,fri,0a545ae1-c123-4efd-baf7-7ff70bdffe0b
51.0,blue-collar,married,basic.9y,unknown,no,no,cellular,may,fri,672f29ee-f5e8-4409-a058-3f1c122df361
48.0,admin.,married,high.school,unknown,yes,no,cellular,may,fri,38952cb2-1be2-47fc-b1c0-0528872f1eb7
30.0,blue-collar,single,high.school,no,yes,yes,cellular,may,fri,018b8290-2baa-4705-91d6-e0e512e9881d
58.0,admin.,married,basic.4y,unknown,no,yes,cellular,may,fri,033d91c6-65b3-40c5-8574-531ff0c36f31
21.0,student,single,high.school,no,no,no,cellular,may,fri,d0330f14-af82-4711-aa76-8c331feb6624
51.0,blue-collar,married,basic.9y,unknown,no,no,cellular,may,fri,37a014be-ffa2-4fef-bb2e-39422bee0afd
31.0,admin.,single,university.degree,no,no,no,cellular,may,fri,adeb9f76-21b2-4fbe-be9f-09b950189989
39.0,admin.,married,university.degree,no,yes,no,cellular,may,fri,696f2cf6-cbc5-4cd3-8a63-c6f12f4f82b9
32.0,blue-collar,married,professional.course,no,yes,no,cellular,may,fri,aa590004-514f-47ba-8e71-bcbe8aecc102
33.0,services,married,high.school,no,yes,no,cellular,may,fri,c6b65731-08ee-4a1a-946e-890177967f5a
54.0,entrepreneur,married,high.school,no,yes,no,cellular,may,fri,b1be1a2b-5c80-4746-b2ae-a891c17c0ae2
60.0,admin.,divorced,high.school,unknown,yes,no,cellular,may,fri,8bc451a4-34dd-45a8-9ee6-d0aac7078ad4
60.0,admin.,divorced,high.school,unknown,yes,no,cellular,may,fri,9bd57110-c00a-4f68-b0f8-3c28ead16045
20.0,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,fri,b37b00c5-ed4f-4e94-9c9b-226a3a7188e2
52.0,admin.,married,university.degree,no,yes,no,cellular,may,fri,4b232f51-1ff3-434a-aa4d-8b7f6b4e27ba
60.0,admin.,divorced,high.school,unknown,yes,no,cellular,may,fri,ab8d013b-7865-4c3c-af1d-c060690af323
41.0,management,married,university.degree,no,yes,no,cellular,may,fri,ba452eea-defd-4783-a009-800218328063
27.0,technician,divorced,unknown,unknown,no,no,cellular,may,fri,e8b5b1ae-209c-4416-b7d1-b8d01fb2c8cf
33.0,services,single,university.degree,no,no,no,cellular,may,fri,e184f8ee-d23a-4bde-ae91-a010404d8c47
42.0,services,married,basic.9y,no,no,no,cellular,may,fri,af58b4ef-9f0b-4c47-aff6-42a91ccf0925
27.0,blue-collar,single,basic.9y,no,no,no,cellular,may,fri,93ba0e4f-c349-4e88-9238-55130a4d55b3
29.0,admin.,married,basic.6y,no,no,no,cellular,may,fri,a94ea74b-76d1-4aa9-8e73-8d104724c535
26.0,technician,single,professional.course,no,yes,no,cellular,may,fri,7cbb8ec9-b4d2-4e4e-837d-288a59309775
29.0,admin.,single,high.school,no,no,no,cellular,may,fri,dee4b522-4d02-48cf-b490-e09ff2a0e823
33.0,retired,married,high.school,no,yes,no,cellular,may,fri,4f05911e-743c-4002-8e0a-a1c90e89d5fe
30.0,management,married,university.degree,no,no,no,cellular,may,fri,40d9bf98-8e79-486d-ab17-21442a4e8a76
42.0,admin.,married,basic.9y,unknown,yes,no,cellular,may,fri,8736047d-c09a-4c06-9052-9d9b19f261bc
37.0,admin.,single,high.school,no,no,no,cellular,may,fri,da4a19e1-db0a-4fa8-b64c-33d834b47bc6
24.0,blue-collar,single,high.school,no,yes,no,cellular,may,fri,622ed8a4-33ec-474c-ae85-85625d00a610
25.0,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,79f16828-befb-4af2-9777-e56f88c9529f
39.0,blue-collar,married,basic.6y,unknown,no,no,cellular,may,fri,7a9019db-73c7-4776-87f5-f25cb9ccd12d
34.0,blue-collar,married,professional.course,no,yes,no,cellular,may,fri,2b735712-6f33-4cab-86ad-d49b39ace6bd
24.0,services,married,high.school,unknown,yes,no,cellular,may,fri,40459f88-91cd-4343-b366-373a7048edcf
37.0,admin.,single,high.school,no,no,no,cellular,may,fri,78d12525-ed7f-4c6e-a1b6-22a6525da834
37.0,admin.,divorced,high.school,no,yes,yes,cellular,may,fri,4aa29c37-bea9-46fe-83d0-8309b80a79b1
32.0,blue-collar,married,professional.course,no,yes,no,cellular,may,fri,4a9f48cc-38eb-4e75-83f3-31a36dc72205
29.0,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,460ebd82-595e-4e01-8f46-46ab6605ea97
25.0,blue-collar,single,basic.4y,no,no,yes,cellular,may,fri,78466c46-8325-4242-abe7-972f62980a50
32.0,technician,single,university.degree,no,no,yes,cellular,may,fri,28d5377f-77c2-4028-897b-93d731179f78
44.0,blue-collar,married,basic.6y,no,no,no,cellular,may,fri,f08c0206-a0cc-4b47-bd59-e36745ab8995
29.0,blue-collar,single,basic.4y,no,yes,no,cellular,may,fri,508172df-8ccb-4dc5-8b7e-de8089708528
28.0,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,fri,1ddd2933-9dab-426b-a7b4-32aa669f0ee3
34.0,services,married,high.school,no,yes,no,cellular,may,fri,e70f2223-a790-4607-95fd-5da0ad88e9ff
44.0,blue-collar,married,high.school,no,yes,no,cellular,may,fri,5fa913ee-b550-4dd2-9ed2-40c07b6b4383
48.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,73916a4b-8fdc-4bc9-8809-196ee1030ffb
59.0,technician,married,unknown,unknown,no,no,cellular,may,fri,0521dfac-9671-46b7-bc5a-b3be54b0ddcf
58.0,management,married,university.degree,no,yes,no,cellular,may,fri,9bd7697a-92f9-425d-88b1-ac8bd3998973
26.0,technician,married,unknown,no,no,no,cellular,may,fri,a98b9d8d-c2c4-4de0-bfed-91c41ffadca2
53.0,blue-collar,married,professional.course,no,yes,no,cellular,may,fri,4042d0df-9d80-41a3-a48e-a3413547afa8
45.0,entrepreneur,divorced,university.degree,no,unknown,unknown,cellular,may,fri,8b00de57-70fc-47de-9702-ed46e6bb5e7e
46.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,fri,c6abf60b-88e3-4b4c-986b-f0036441411a
21.0,student,single,high.school,unknown,no,no,cellular,may,fri,7fc99d5c-dcdd-45a1-bd57-893ada8a9b2a
28.0,self-employed,married,basic.9y,no,yes,no,cellular,may,fri,3ddf60ec-ec8a-45b9-ab31-72f9ba0b1ab6
24.0,technician,single,university.degree,no,yes,no,cellular,may,fri,35641bfe-032b-47c6-8a7d-5b235579a2de
58.0,services,married,basic.6y,no,yes,no,cellular,may,fri,57dd4d76-7364-4f9d-990c-7cf70528da2f
30.0,services,single,high.school,no,yes,no,cellular,may,fri,3a2ba797-9b9a-406b-a666-baa248a8b241
23.0,blue-collar,married,high.school,no,yes,no,cellular,may,fri,151582d3-b673-45d8-8cdd-2c7604318e77
32.0,blue-collar,married,unknown,no,no,no,cellular,may,fri,da27abda-25d8-44dc-96d8-36930cefe579
31.0,unemployed,single,high.school,no,no,no,cellular,may,fri,d44130b7-c7bc-4603-9f85-42ef0e74b293
41.0,admin.,married,high.school,unknown,no,no,cellular,may,fri,18b00c61-07e1-48e8-a7ee-6c4c10b35adf
29.0,admin.,single,basic.6y,no,yes,no,cellular,may,fri,bd0781da-4d7f-47fd-9bc3-347c533fb0b0
31.0,services,single,high.school,no,yes,no,telephone,may,fri,d23ba08f-8c78-4d14-982a-a5522ce6df3e
35.0,management,single,university.degree,no,no,no,cellular,may,fri,6a87a540-6eab-4314-ad37-9e43ecd83b79
29.0,blue-collar,single,basic.9y,no,no,no,cellular,may,fri,8ba96181-987b-4bfd-86ef-8c0f58ff13d9
31.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,408f737d-b915-479b-99c0-4392091fd31c
30.0,blue-collar,married,professional.course,no,no,no,cellular,may,fri,fe407f87-6f37-4b40-8d8d-ea9de8b0ecc7
35.0,blue-collar,married,basic.6y,no,no,no,cellular,may,fri,fa9120cb-2bd3-4ac0-83e4-568ee74d48ec
41.0,blue-collar,married,high.school,no,yes,no,cellular,may,fri,103ee93e-625d-4d21-8adc-371dfb3f39d0
24.0,technician,single,professional.course,no,no,no,cellular,may,fri,0877292b-b418-4511-b25f-e60e9dd22ddd
41.0,blue-collar,divorced,basic.4y,no,no,no,cellular,may,fri,7b2d2622-2d5f-43cb-8098-6183e7bc3583
29.0,blue-collar,divorced,high.school,no,no,no,cellular,may,fri,57a01084-375e-4b24-828a-eaae129bc6bb
30.0,services,single,high.school,no,no,no,cellular,may,fri,9479d61e-5928-4999-9597-94c80b82b83f
26.0,services,married,high.school,no,yes,no,cellular,may,fri,11e38584-338d-4c3f-adcb-e8dbcfae8152
34.0,services,married,high.school,no,yes,no,cellular,may,fri,11c9d933-f09a-4db2-b70a-afa82799ec2a
30.0,services,married,high.school,no,no,no,cellular,may,fri,d76d3f46-292c-442c-910c-4bf4cdc7f2d5
49.0,management,married,university.degree,no,no,no,cellular,may,fri,4ecc5443-65b6-45d7-9678-6588ec7b09e8
32.0,technician,single,professional.course,no,yes,no,cellular,may,fri,b11b7921-5cce-44be-bdca-5c6c3c8c1a2c
